generated,log_probs,linear_probs,correct_answer
"['B', ')', ' Genetic', ' make', ' up']","[-0.051430177, -1.9361265e-07, -4.246537e-06, -0.0009735173, -4.6206227e-05]","[94.98699704177704, 99.99998063873687, 99.99957534720166, 99.90269564142312, 99.99537948404912]",A
"['A', ')', ' W', 'ider', ' and', ' sho', 'er', ' sho', 'er']","[-2.4663768, -4.00813e-06, -0.0011723675, -9.372295e-06, -2.577686e-06, -0.5965606, -0.00023667533, -0.046888053, -5.6769813e-06]","[8.489188273101437, 99.99959918780326, 99.8828319454297, 99.99906277489198, 99.99974223173223, 55.070246863596836, 99.97633526753965, 95.41942107908663, 99.9994323034814]",C
"['C', ')', ' Th', 'rom', 'box', 'ane', ' A', '2']","[-0.029166782, -3.1281633e-07, -7.89631e-07, -1.8624639e-06, -1.8550976e-05, -1.8624639e-06, -1.9361265e-07, 0.0]","[97.12544631956517, 99.99996871837189, 99.99992103693117, 99.99981375378344, 99.99814491960683, 99.99981375378344, 99.99998063873687, 100.0]",C
"['C', ')', ' Mueller', '-H', 'inton', ' agar']","[-4.6683042e-05, -1.2664457e-06, -1.2948405e-05, -8.776276e-06, -3.2736214e-05, -9.610702e-06]","[99.99533180476362, 99.99987335551019, 99.99870516788303, 99.99912237625114, 99.9967264321824, 99.99903893441827]",C
"['C', ')', ' Acid', ' fast', ' stain']","[-0.009716556, 0.0, 0.0, -0.00016408764, -9.0883464e-07]","[99.0330497208553, 100.0, 100.0, 99.98359258216405, 99.9999091165773]",A
"['B', ')', ' Ox', 'id', 'ative', ' stress']","[-0.001177728, -1.9361265e-07, 0.0, -4.3202e-07, -4.1273333e-06, -4.723352e-06]","[99.88229652494411, 99.99998063873687, 100.0, 99.99995679800934, 99.99958726752173, 99.9995276659155]",B
"['C', ')', ' Pit', 'uit', 'ary', ' tumor']","[-0.00025728656, -1.9361265e-07, -3.1281633e-07, -8.180258e-06, -4.8425554e-06, -5.080963e-06]","[99.97427465353485, 99.99998063873687, 99.99996871837189, 99.99918197754583, 99.99951574563252, 99.9994919049908]",C
"['A', ')', ' Cyan', 'ide', ' poisoning']","[-0.86303544, -2.1008714e-06, -4.9067115e-05, -2.1769476e-05, -8.657073e-06]","[42.187954672128605, 99.99978991308069, 99.99509340887712, 99.99782307609534, 99.99913429644724]",B
"['B', ')', ' Volume', ' of', ' tears', ' isn', ""'t"", ' measured', ' as', ' it', ' changes', ' color', ' on', ' contact', ' with', ' tears']","[-0.00020997738, 0.0, -3.2929079e-06, 0.0, -6.1537958e-06, -1.0445127e-05, -3.650519e-06, -1.5332478e-05, -7.89631e-07, -2.4584822e-06, -1.0280384e-06, -3.5313153e-06, -1.9361265e-07, -7.89631e-07, -5.5122365e-07, -2.8160932e-06]","[99.97900446637071, 100.0, 99.99967070975217, 100.0, 99.99938462231346, 99.99895549275502, 99.99963494876631, 99.99846676395418, 99.99992103693117, 99.9997541520822, 99.99989719621284, 99.99964686909351, 99.99998063873687, 99.99992103693117, 99.9999448776502, 99.99971839107651]",B
"['D', ')', ' Aqu', 'apor', 'in', ' ', '4']","[-0.1249427, -5.5122365e-07, -6.704273e-07, -1.9385403e-05, -4.365741e-06, -1.3856493e-06, -4.048445e-05]","[88.25474711058878, 99.9999448776502, 99.99993295729247, 99.99806147848957, 99.99956342685299, 99.99986143516601, 99.99595163694843]",D
"['B', ')', ' Ty', 'ros', 'ine']","[-6.7901296e-05, 0.0, -5.5122365e-07, -4.00813e-06, -3.5313153e-06]","[99.99321010092407, 100.0, 99.9999448776502, 99.99959918780326, 99.99964686909351]",B
"['B', ')', ' CO', '2', ' absorption', ' from', ' induced', ' pneum', 'oper', 'itone', 'um']","[-0.0033457286, -1.9361265e-07, -1.9816675e-06, -7.465036e-06, -5.5122365e-07, -1.9361265e-07, -1.9816675e-06, -0.00011653639, -1.0280384e-06, -5.3193703e-06, -1.147242e-06]","[99.66598621131915, 99.99998063873687, 99.99980183344636, 99.99925349918634, 99.9999448776502, 99.99998063873687, 99.99980183344636, 99.98834704001013, 99.99989719621284, 99.99946806438477, 99.99988527586581]",C
"['D', ')', ' O', 'es', 'ophage', 'al', ' int', 'ub', 'ation']","[-0.2636818, -1.9361265e-07, -8.11329e-05, -7.822647e-06, -2.2961513e-05, -3.650519e-06, -5.419287e-05, -2.220075e-06, -2.220075e-06]","[76.82179477202857, 99.99998063873687, 99.99188703911848, 99.99921773835968, 99.99770387506135, 99.99963494876631, 99.99458085984071, 99.99977799274644, 99.99977799274644]",A
"['C', ')', ' Ig', 'G', '2']","[-0.0019510136, -1.9361265e-07, -7.89631e-07, -1.0280384e-06, -6.704273e-07]","[99.80508883898965, 99.99998063873687, 99.99992103693117, 99.99989719621284, 99.99993295729247]",C
"['A', ')', ' Na', '+']","[-8.3159364e-05, -7.89631e-07, -5.5122365e-07, -5.5122365e-07]","[99.99168440936441, 99.99992103693117, 99.9999448776502, 99.9999448776502]",A
"['C', ')', ' G', 'au', 'ze', ' support']","[-1.7570834, -9.0883464e-07, -9.0883464e-07, -3.5358695e-05, -7.89631e-07, -0.00023989384]","[17.254738233940415, 99.9999091165773, 99.9999091165773, 99.99646419301112, 99.99992103693117, 99.97601349322264]",A
"['D', ')', ' Innovation']","[-0.0005638766, -7.89631e-07, -1.3544423e-05]","[99.94362823485329, 99.99992103693117, 99.99864556687253]",C
"['C', ')', ' In', 'hibition', ' of', ' DNA', ' gy', 'rase']","[-0.0014218994, -1.9361265e-07, -6.704273e-07, -1.0280384e-06, 0.0, -5.5122365e-07, -2.2723105e-05, -9.0883464e-07]","[99.857911101999, 99.99998063873687, 99.99993295729247, 99.99989719621284, 100.0, 99.9999448776502, 99.99772771531677, 99.9999091165773]",C
"['D', ')', ' S', 'phen', 'oidal', ' wing', ' mening', 'i', 'oma']","[-0.0060243034, -6.704273e-07, 0.0, -1.1398757e-05, -4.8425554e-06, -1.7239736e-05, -4.739826e-05, -0.0006199849, -1.7432603e-06]","[99.39938063313063, 99.99993295729247, 100.0, 99.99886013079656, 99.99951574563252, 99.99827604126034, 99.99526028632798, 99.93802072509258, 99.99982567412195]",D
"['C', ')', ' ', '12', '-', '14', ' days']","[-2.4747128, 0.0, -3.650519e-06, -1.8550976e-05, -7.58424e-06, -2.3392786e-06, -1.9361265e-07]","[8.418716533948793, 100.0, 99.99963494876631, 99.99814491960683, 99.99924157887602, 99.9997660724136, 99.99998063873687]",C
"['D', ')', ' S', 'per', 'mat', 'og', 'onia']","[-0.011057726, -4.3202e-07, 0.0, -1.6240566e-06, -1.7432603e-06, -4.8425554e-06, -2.577686e-06]","[98.90031859296028, 99.99995679800934, 100.0, 99.99983759447187, 99.99982567412195, 99.99951574563252, 99.99974223173223]",D
"['D', ')', ' Apex', 'ification']","[-0.047347717, -1.9361265e-07, -4.9617593e-06, -6.6306106e-06]","[95.37557028540346, 99.99998063873687, 99.99950382530095, 99.99933694113825]",D
"['D', ')', ' Gr', 'ading', ' refers', ' to', ' the', ' extent', ' of', ' nec', 'rosis', ' and', ' inflamm', 'ations']","[-1.6616907, -3.1281633e-07, -2.9352968e-06, -1.6240566e-06, -1.6286107e-05, -1.6240566e-06, -3.4121115e-06, -1.6240566e-06, -2.8160932e-06, -4.3202e-07, -3.5313153e-06, -3.5597102e-05, -0.62692994, -3.1737043e-06]","[18.98177837277282, 99.99996871837189, 99.9997064707508, 99.99983759447187, 99.99837140256179, 99.99983759447187, 99.99965878943212, 99.99983759447187, 99.99971839107651, 99.99995679800934, 99.99964686909351, 99.99644035315694, 53.42294022723312, 99.99968263007362]",D
"['B', ')', ' D', 'iam', 'ni', 'otic', ' dich', 'or', 'ionic', ' twins']","[-0.022273747, -6.704273e-07, -2.6968896e-06, -3.1281633e-07, -3.9292416e-05, -3.1281633e-07, -0.0002701569, -3.2929079e-06, -4.3202e-07, -1.6240566e-06]","[97.79724813716409, 99.99993295729247, 99.99973031140365, 99.99996871837189, 99.99607083559368, 99.99996871837189, 99.97298795890893, 99.99967070975217, 99.99995679800934, 99.99983759447187]",D
"['D', ')', ' Past', ' ces', 'are', 'an', ' pregnancy']","[-0.00050335046, -4.3202e-07, -2.8921695e-05, -9.388769e-05, -1.4855664e-05, -3.0545007e-06, -0.00011343709]","[99.94967761995906, 99.99995679800934, 99.99710787232281, 99.99061167173112, 99.99851444463448, 99.9996945503965, 99.98865693437435]",D
"['A', ')', ' Lim', 'bus']","[-0.0018740244, -1.7432603e-06, -1.147242e-06, -5.5577775e-06]","[99.81277304873208, 99.99982567412195, 99.99988527586581, 99.99944422379444]",A
"['C', ')', ' Sub', 'd', 'ural', ' ha', 'emat', 'oma']","[-0.00028898742, -1.9361265e-07, -4.3202e-07, -4.246537e-06, -9.0883464e-07, -0.008118526, -1.8624639e-06, 0.0]","[99.97110543328424, 99.99998063873687, 99.99995679800934, 99.99957534720166, 99.9999091165773, 99.19143402302842, 99.99981375378344, 100.0]",C
"['D', ')', ' Fib', 'ro', 'bl', 'asts']","[-0.117189296, -7.89631e-07, -1.147242e-06, -1.5928495e-05, -5.7530575e-05, -3.650519e-06]","[88.94168141819229, 99.99992103693117, 99.99988527586581, 99.99840716318577, 99.99424710798517, 99.99963494876631]",D
"['A', ')', ' H', 'ering', '-B', 're', 'uer', ' inflation', ' reflex']","[-0.00037383108, -5.5122365e-07, -7.89631e-07, -1.4259645e-05, -6.869018e-06, -1.5928495e-05, -1.7478143e-05, -1.0280384e-06, -9.0883464e-07]","[99.96262387861319, 99.9999448776502, 99.99992103693117, 99.99857404566683, 99.99931310055916, 99.99840716318577, 99.99825220097418, 99.99989719621284, 99.9999091165773]",C
"['C', ')', ' Enter', 'ov', 'irus']","[-0.0004107732, -1.9361265e-07, -5.080963e-06, -5.5122365e-07, -5.9153886e-06]","[99.95893111557601, 99.99998063873687, 99.9994919049908, 99.9999448776502, 99.99940846288958]",C
"['C', ')', ' Chronic', ' bron', 'ch', 'itis']","[-1.2125449, -5.5122365e-07, -4.723352e-06, -3.1544176e-05, -8.180258e-06, -2.1650272e-05]","[29.74393619945622, 99.9999448776502, 99.9995276659155, 99.99684563215123, 99.99918197754583, 99.99783499623655]",C
"['D', ')', ' Anal', ' stage']","[-0.072557054, -4.3202e-07, -9.0883464e-07, -2.319992e-05]","[93.00126842028956, 99.99995679800934, 99.9999091165773, 99.99768003491161]",D
"['B', ')', ' C', 'yst', 'ic', 'erc', 'osis']","[-0.0067011584, -4.3202e-07, -1.504853e-06, -9.610702e-06, -1.247159e-05, -6.704273e-07, -2.577686e-06]","[99.3321244292688, 99.99995679800934, 99.99984951481323, 99.99903893441827, 99.998752848777, 99.99993295729247, 99.99974223173223]",B
"['C', ')', ' Drug', ' induced', ' Lup', 'us']","[-0.8482161, -1.8624639e-06, -2.6968896e-06, -0.0018511777, -0.00017052464, -4.3202e-07]","[42.81780779315094, 99.99981375378344, 99.99973031140365, 99.81505346726401, 99.98294898985, 99.99995679800934]",C
"['C', ')', ' Demon', 'stration']","[-7.004696e-05, -1.9361265e-07, -3.4121115e-06, -3.1281633e-07]","[99.9929955493231, 99.99998063873687, 99.99965878943212, 99.99996871837189]",C
"['A', ')', ' Sup', 'ra', 'cond', 'yl', 'ar', ' fracture', ' of', ' hum', 'erus']","[-0.048447113, -1.2664457e-06, -3.1281633e-07, -4.723352e-06, -6.704273e-07, -1.7835755e-05, -3.2929079e-06, -1.6240566e-06, 0.0, -4.604148e-06, -8.776276e-06]","[95.27077238268701, 99.99987335551019, 99.99996871837189, 99.9995276659155, 99.99993295729247, 99.99821644040561, 99.99967070975217, 99.99983759447187, 100.0, 99.99953958625991, 99.99912237625114]",C
"['B', ')', ' Dip', 'hen', 'hy', 'd', 'ram', 'ine']","[-0.14568393, -3.1281633e-07, -1.9361265e-07, -1.0280384e-06, -5.5122365e-07, 0.0, 0.0, -5.5122365e-07]","[86.44308806792195, 99.99996871837189, 99.99998063873687, 99.99989719621284, 99.9999448776502, 100.0, 100.0, 99.9999448776502]",B
"['B', ')', ' En', 'larg', 'ed', ' left', ' atr', 'ia']","[-0.06424298, -3.1281633e-07, 0.0, -3.88156e-05, -6.0345924e-06, -3.500108e-05, -2.677603e-05, -9.610702e-06]","[93.77771107632711, 99.99996871837189, 100.0, 99.99611851533157, 99.99939654258081, 99.99649995325306, 99.99732243284747, 99.99903893441827]",C
"['D', ')', ' ', '12', ' years']","[-0.83388555, -1.9361265e-07, -6.511407e-06, -8.418666e-06, -1.3856493e-06]","[43.43582823847359, 99.99998063873687, 99.99934886141992, 99.99915813694369, 99.99986143516601]",A
"['D', ')', ' HE', 'V']","[-0.00012356207, -3.1281633e-07, -3.7697225e-06, -1.7432603e-06]","[99.98764455634782, 99.99996871837189, 99.99962302846053, 99.99982567412195]",D
"['A', ')', ' Rit', 'od', 'rine']","[-0.0037580363, -7.89631e-07, -7.89631e-07, -0.00027373302, -2.7133641e-05]","[99.62490162810315, 99.99992103693117, 99.99992103693117, 99.97263044414649, 99.9972866727114]",A
"['C', ')', ' Add', 'uction', ' weakness', ' of', ' left', ' eye']","[-0.024363102, -4.3202e-07, -3.2929079e-06, -6.8616515e-05, -6.869018e-06, -1.9361265e-07, -0.00023786737, -4.365741e-06]","[97.59312828145849, 99.99995679800934, 99.99967070975217, 99.99313858390593, 99.99931310055916, 99.99998063873687, 99.97621609181999, 99.99956342685299]",D
"['A', ')', ' Par', 'ac', 'els', 'us']","[-0.00038741663, -1.9361265e-07, -1.9361265e-07, -3.650519e-06, -2.9352968e-06, -1.9361265e-07]","[99.96126584061322, 99.99998063873687, 99.99998063873687, 99.99963494876631, 99.9997064707508, 99.99998063873687]",C
"['A', ')', ' Ling', 'ual']","[-0.23707388, -5.2001665e-06, -7.3458323e-06, -7.696077e-05]","[78.89329994944555, 99.99947998470209, 99.99926541946806, 99.99230421914041]",D
"['A', ')', ' Hyp', 'ok', 'alem', 'ia']","[-0.1727586, -9.0883464e-07, -1.9816675e-06, -6.511407e-06, -6.704273e-07, -9.0883464e-07]","[84.13406899750288, 99.9999091165773, 99.99980183344636, 99.99934886141992, 99.99993295729247, 99.9999091165773]",D
"['C', ')', ' b', 'de']","[-1.0414135, -2.7848862e-05, -3.464347e-05, -2.1008714e-06]","[35.29554266976125, 99.9972151525776, 99.9965357130078, 99.99978991308069]",B
"['A', ')', ' Benedict', ""'s"", ' syndrome']","[-0.1995533, -1.2664457e-06, -7.703444e-06, -4.723352e-06, -0.00010139752]","[81.90965618026776, 99.99987335551019, 99.99922965856715, 99.9995276659155, 99.98986076205549]",D
"['B', ')', ' B', 'item', 'por', 'al', ' hem', 'ian', 'opia']","[-0.004930362, -0.0028701385, -4.365741e-06, -3.4121115e-06, 0.0, -1.3856493e-06, -6.9882217e-06, -5.4385737e-06, -3.1281633e-07]","[99.50817722843965, 99.71339764097762, 99.99956342685299, 99.99965878943212, 100.0, 99.99986143516601, 99.99930118027176, 99.9994561441089, 99.99996871837189]",B
"['A', ')', ' ', '83', ' hr']","[-0.02654423, -9.0883464e-07, -4.8425554e-06, -5.4385737e-06, -2.577686e-06]","[97.38049714891082, 99.9999091165773, 99.99951574563252, 99.9994561441089, 99.99974223173223]",C
"['C', ')', ' Dr', '.', ' G', '.V', '.', ' Black']","[-0.19351326, -1.2664457e-06, -1.9361265e-07, -0.9274685, -1.4498052e-05, -0.00011844365, -0.010248133, -1.9743013e-05]","[82.40589091015296, 99.99987335551019, 99.99998063873687, 39.55537884040938, 99.99855020530963, 99.98815633641722, 98.98042001899266, 99.9980257181892]",A
"['C', ')', ' Berry', ' an', 'eur', 'ys', 'm', ' rupture']","[-0.00013679368, 0.0, -6.704273e-07, -6.0345924e-06, -6.869018e-06, -4.00813e-06, -9.849109e-06, -1.6240566e-06]","[99.98632156758288, 100.0, 99.99993295729247, 99.99939654258081, 99.99931310055916, 99.99959918780326, 99.99901509395023, 99.99983759447187]",C
"['C', ')', ' Ab', 'normal', ' por', 'ph', 'yr', 'in']","[-0.035730645, -1.9361265e-07, -2.8160932e-06, -0.00012118533, -4.1273333e-06, -4.0603656e-05, -1.60477e-05, -0.0015810436]","[96.49001591658634, 99.99998063873687, 99.99971839107651, 99.98788220126454, 99.99958726752173, 99.99593971683173, 99.99839524287637, 99.84202055910039]",D
"['D', ')', ' Having', ' a', ' shorter', ' survival']","[-0.8453646, 0.0, -2.4584822e-06, -1.9816675e-06, -3.1737043e-06, -6.2729996e-06]","[42.94007701456744, 100.0, 99.9997541520822, 99.99980183344636, 99.99968263007362, 99.99937270200753]",D
"['B', ')', ' ', '201', '5']","[-0.00038777426, 0.0, -2.6968896e-06, -3.2929079e-06, -4.3202e-07]","[99.9612300914721, 100.0, 99.99973031140365, 99.99967070975217, 99.99995679800934]",B
"['D', ')', ' Accum', 'ulation', ' of', ' fibr', 'in']","[-0.044308197, -1.9361265e-07, -1.7432603e-06, -3.8577193e-05, -1.9361265e-07, -3.5835506e-05, -2.6968896e-06]","[95.66590725778696, 99.99998063873687, 99.99982567412195, 99.99614235510903, 99.99998063873687, 99.99641651360841, 99.99973031140365]",D
"['D', ')', ' ', '250', '0', ' gm']","[-2.333024, -7.89631e-07, -1.4498052e-05, -7.1238996e-05, -4.3202e-07, -6.392203e-06]","[9.70019691664266, 99.99992103693117, 99.99855020530963, 99.9928763541437, 99.99995679800934, 99.99936078174301]",D
"['A', ')', ' Cl', 'om', 'ip', 'ram', 'ine']","[-0.00028731857, -5.5122365e-07, -1.6240566e-06, -3.1544176e-05, -1.3663626e-05, -6.704273e-07, -1.8624639e-06]","[99.97127227020275, 99.9999448776502, 99.99983759447187, 99.99684563215123, 99.99863364673469, 99.99993295729247, 99.99981375378344]",B
"['C', ')', ' M', 'align', 'ancy']","[-0.00043293412, -5.5122365e-07, 0.0, -1.147242e-06, -2.3080716e-05]","[99.95671595824534, 99.9999448776502, 100.0, 99.99988527586581, 99.99769195503578]",C
"['A', ')', ' abc']","[-0.21038157, -4.6206227e-05, -0.0041566375]","[81.02750103407239, 99.99537948404912, 99.58519893606032]",B
"['D', ')', ' Hyp', 'oth', 'alam', 'us']","[-8.0656086e-05, 0.0, 0.0, -1.0280384e-06, -6.6306106e-06, -1.9361265e-07]","[99.99193471666146, 100.0, 100.0, 99.99989719621284, 99.99933694113825, 99.99998063873687]",D
"['A', ')', ' Prim', 'ordial']","[-0.0042253705, -9.253091e-06, -1.378283e-05, -0.00016814057]","[99.57835438180793, 99.99907469518097, 99.99862172649827, 99.98318735648334]",A
"['A', ')', ' Take', ' less', ' time']","[-0.10457675, -1.9361265e-07, -0.00034762095, -6.551722e-05, -1.0280384e-06]","[90.07056655941494, 99.99998063873687, 99.96524394631619, 99.99344849262062, 99.99989719621284]",A
"['C', ')', ' Kill', 'ians', ' de', 'h', 'isc', 'ence']","[-0.3232136, -4.3202e-07, -4.365741e-06, -0.0018064413, -0.0001004439, -4.036525e-05, -5.5122365e-07, -1.2664457e-06]","[72.38192300670856, 99.99995679800934, 99.99956342685299, 99.81951893330564, 99.98995611443196, 99.99596355646658, 99.9999448776502, 99.99987335551019]",C
"['C', ')', ' ab']","[-0.09510704, -7.3742274e-05, -0.00021557629]","[90.92756003987382, 99.99262604448947, 99.97844469448988]",C
"['D', ')', ' Skin', ' biopsy']","[-0.0033909986, -3.1281633e-07, -3.888926e-06, -4.365741e-06]","[99.66147443424819, 99.99996871837189, 99.99961110815619, 99.99956342685299]",A
"['A', ')', ' An', 'ky', 'losing', ' s', 'pond', 'yl', 'itis']","[-0.03238392, -1.0280384e-06, -4.3202e-07, -6.704273e-07, -1.9816675e-06, -4.763667e-05, -1.3856493e-06, -2.4584822e-06, -3.2929079e-06]","[96.81348243993763, 99.99989719621284, 99.99995679800934, 99.99993295729247, 99.99980183344636, 99.99523644646081, 99.99986143516601, 99.9997541520822, 99.99967070975217]",A
"['D', ')', ' The', ' di', 'aphrag', 'm']","[-0.00095672056, -1.9361265e-07, -3.888926e-06, -1.8624639e-06, -0.00011844365, -1.9816675e-06]","[99.90437369511999, 99.99998063873687, 99.99961110815619, 99.99981375378344, 99.98815633641722, 99.99980183344636]",D
"['B', ')', ' Hem', 'oly', 'tic', ' ja', 'und', 'ice']","[-0.15218465, -1.9361265e-07, -3.1281633e-07, -1.9816675e-06, -6.704273e-07, -1.4498052e-05, -6.0345924e-06, -6.869018e-06]","[85.88296831980534, 99.99998063873687, 99.99996871837189, 99.99980183344636, 99.99993295729247, 99.99855020530963, 99.99939654258081, 99.99931310055916]",D
"['A', ')', ' C', 'atab', 'olic', ' phase']","[-0.0032115804, -7.89631e-07, -1.2664457e-06, -3.1281633e-07, -4.3202e-07, -3.9411618e-05]","[99.67935712079228, 99.99992103693117, 99.99987335551019, 99.99996871837189, 99.99995679800934, 99.99605891586276]",A
"['A', ')', ' Anti', '-', 'cc', 'p', ' antibody']","[-0.00019185843, -7.89631e-07, -7.703444e-06, -2.7968066e-05, -0.0020260662, -1.8624639e-06, -9.253091e-06]","[99.98081599736516, 99.99992103693117, 99.99922965856715, 99.99720323251027, 99.7975984886677, 99.99981375378344, 99.99907469518097]",A
"['C', ')', ' Bez', 'old', ""'s"", ' abs', 'cess']","[-0.0073331795, -1.9361265e-07, -2.1008714e-06, -1.5332478e-05, -3.5313153e-06, -1.3663626e-05, -7.58424e-06]","[99.26936426568463, 99.99998063873687, 99.99978991308069, 99.99846676395418, 99.99964686909351, 99.99863364673469, 99.99924157887602]",C
"['C', ')', ' Free', ' nutritional', ' supplements']","[-0.025918672, -1.6240566e-06, -4.365741e-06, -2.5226382e-05, -7.226629e-06]","[97.44143335552492, 99.99983759447187, 99.99956342685299, 99.99747739361825, 99.9992773397112]",C
"['A', ')', ' supra', ' cond', 'yl', 'ar', ' hum', 'erus']","[-0.049654447, -2.577686e-06, -0.0002759942, -0.022674732, -7.58424e-06, -3.1281633e-07, 0.0, -7.89631e-07]","[95.15581814802475, 99.99974223173223, 99.97240438828956, 97.75804076892842, 99.99924157887602, 99.99996871837189, 100.0, 99.99992103693117]",B
